name,author,types,popularity,
妖怪旅馆营业中,天闻角川 x 衣丘和子,穿越,105.7万,
闪婚娇妻休想逃,丹鼎四海,宅斗,9438.4万,
复仇人偶,九月光合,复仇,3亿,
弱气校草追爱记,三本王·wallace,青春,14.2亿,
我的黑道总裁,博易动漫 x 博易小助手,职场,7393.4万,
人型装甲连,萝播动漫,机甲,240.6万,
孤岛学园,两只猫先生,末日,1.9亿,
诡案缉凶,大行道动漫,推理,2177.4万,
痞子神探,冬漫社,推理,3.3亿,
帝豪老公撩上瘾,鱼骨互娱,总裁,6969.1万,
谋婚娇妻赖上你,大行道动漫,总裁,3576.4万,
娘子嫁到,漫喵,古风,1.6亿,
打野英雄,雪漫杨,战斗,5.4亿,
GOGO美术生,知音漫客,脑洞,145.6万,
入骨暖婚：邪性,传奇漫业,总裁,3155.5万,
天章奇谭,涂山君,逆袭,4685.3万,
花崽幼儿园,旷盛动漫,萌系,7853.2万,
七公主 第三季,多蕴文化,后宫,1.5亿,
恶魔弟弟别惹我,原色动漫,都市,3989.7万,
葬魂门,土方先生,战斗,9.6亿,
绝地天通·初,上海之画,灵异,1.7亿,
第六天魔王,神北克,古风,6472.8万,
薄情总裁的助理,剧能玩,总裁,109.7万,
悠然见阑珊,电鳗漫画,穿越,8273.4万,
园艺,幕星社 x 坛九,热血,41.5万,
风姿物语,猎星时代,古风,3.5亿,
界外妖域,熊猫漫画,战斗,102.5万,
鬼王的三世宠妃,猫蛋蛋工厂,古风,4742.9万,
杨贵妃是特种兵,猫蛋蛋工厂,古风,6274.5万,
灰烬挽歌,真理の扉,机甲,1401.3万,
武神天下,黑雨,战斗,3亿,
逐火战记,呆鸭屋,机甲,324万,
猎魂师,御风者昱文,战斗,9.7亿,
脸盲少女,漫悠悠,搞笑,12.7亿,
珠光宝鉴,砂糖妈妈,大女主,1570.4万,
燕山派与百花门,剧象漫画,搞笑,4.4亿,
白桃屋,十字星,美食,1亿,
修真传人在都市,仟绘动漫,战斗,96万,
推理笔记外传迷,神漫君,推理,199.1万,
纯真总裁宠萌妻,钢笔头,穿越,18.3万,
月殇,NEO,宅斗,1.7亿,
妖精大作战,路人甘,妖怪,3.2亿,
乱拳,阅动文化,战斗,5619.6万,
鬼虐DS,李雷雷漫画,后宫,6105.4万,
龙珠（全彩版）,翻翻动漫 x 集英社,冒险,,
重逢远胜初见,二次方天,美食,253.3万,
拱手河山为君倾,杭漫文化,古风,2.1亿,
巅峰预言帝,九夏动漫,系统,204万,
弥戈,知音漫客,古风,6785.4万,
妖妃勾勾缠,动漫堂,古风,6498.8万,
超渣师徒,藏龙阁漫画工作室,后宫,8626.2万,
王爷的小兔妖,触漫,古风,4.7亿,
战斗吧国术！,233,战斗,20.4万,
巫蛊笔记,云悦读,灵异,50.3万,
游戏，未结束,夏被被,脑洞,468.3万,
超级无良系统,开源-橙子,系统,1.7亿,
弑神之墟,雪降拉普兰德,战斗,6504.4万,
夜燃星河,千萌文化,穿越,3345.5万,
神眼鉴定师,岛上Project,灵异,7392.8万,
侦探学园Q,真岛浩 x 天树征丸 x 佐藤文也,推理,2778.8万,
上吧！女主播,万象娱乐漫画工作室,职场,11.2亿,
我们的少年时代,岛上Project,战斗,1077.8万,
绝地天通·灰,上海之画 x 搞事喵EO,灵异,4.5亿,
羞耻侠,爱乐果iLEGUO,后宫,24.8亿,
妖怪澡堂,Haotoon（好通）,丧尸,5973.6万,
斐然向风,使徒子,妖怪,4.7亿,
宫斗live,有狐-宋只鱼,古风,8585万,
诡水疑云,浅夏动漫,推理,1.6亿,
我是男主角,零姬nalo,搞笑,1722.5万,
护花高手,安徽微漫,职场,3709.1万,
冒牌太子妃（山,熊猫漫画,古风,237.2万,
江少要不要嫁过,深圳云朵屋科技有限公司,职场,3.8亿,
我是神 别许愿,笑话,脑洞,2596.1万,
快穿之我是大佬,是锦鲤不是锦鱼,古风,5.4万,
奔跑吧蛋蛋,瑜亮,战斗,759.3万,
拐个妖王作男仆,六花漫创,妖怪,3.8亿,
班长大人,国漫魔法空间,宅斗,2.1亿,
嫁给情敌当老婆,大神互娱×大神动漫,总裁,5.2亿,
圣女不是好惹的,阿柯文化,古风,2814.9万,
人生已玩完,林炭炭,职场,1.7亿,
召唤恶魔阿萨谢,真岛浩 x 久保保久,怪物,878.4万,
国术无双,乐匠文化,战斗,2.3亿,
胭脂玉暖,美滋滋,古风,1.2亿,
二次延长线,艾吖动漫,推理,4361.1万,
渣男都滚开,安徽微漫,大女主,1000.6万,
蝉落千机,知音漫客,古风,1665.4万,
我家小哈有点二,剧象漫画,古风,5507.4万,
素手遮天,布布星球,古风,7.3亿,
蝶影重重,阿柯文化,古风,2.4亿,
我的女人，小跟,金姸（jaedam）,职场,3781.8万,
将国之天鹰星,真岛浩 x Kato Kotono,古风,2086万,
冥王大人晚上好,涂山君,灵异,1126.6万,
绝地天通·黑,上海之画,灵异,1.3亿,
将军请上榻,安徽微漫,古风,1617.7万,
三十天重练巅峰,什么怪什么兽,复仇,226.7万,
同心结,漫道酱,古风,1.1亿,
匪徒子,丛潇,战斗,1.8亿,
当个妖孽这么难,安徽微漫,古风,288.1万,
错乱终身,凤凰网漫画,职场,4647.7万,
暴走怪谈之诡闻,笔巴哥,推理,186.8万,
傲娇保镖的驯养,君墨岚,都市,7631.6万,
梦境守护星,安吉拉,治愈,3775.8万,
滑翔少女迫降奇,Obelisk,战斗,448.8万,
华风少女·中国,欢叔,神仙,852.1万,
紫微神谭,凯特动漫,穿越,8017.7万,
回春小毒医,快看漫画,系统,3162.1万,
长生殿,Doris x 侯亮,古风,6.6亿,
漂流教室,开源-橙子,灵异,1.4亿,
情挑青梅小宝贝,阿柯文化,总裁,1.6亿,
耽美小短篇集,风大,脑洞,2711.3万,
霸道王爷俏神医,本命漫画,复仇,3211.4万,
老师是无赖,周鼠叔,惊悚,8.2亿,
太古狂魔,Macworld,重生,5.5亿,
爱情游戏：总裁,泛次元文化,总裁,3580.2万,
蓝漠的花·漫画,中国卡通,怪物,3442.8万,
霸道校草的拽丫,万二,大女主,2.4亿,
DIY男友,理池,后宫,3.9亿,
总裁大人丧偶了,涂山君,都市,1.3亿,
往后余生喜欢你,凤凰网漫画,职场,7552.9万,
重生之弃妃为后,书丛-缥缈,古风,6147.1万,
聊斋梦谈,熊猫漫画,神仙,85.1万,
永生界,吃饱饭工厂,灵异,3.1亿,
外星人 饲养手,星际互娱,战斗,280.7万,
我的BOSS是,爱学习的小徐,电竞,1198.9万,
我的女仆是恶魔,阅动文化,重生,6941万,
子夜来敲门,安徽微漫,灵异,31.3万,
公主妖妖灵,三鲜伊面,妖怪,17.6亿,
重生超级女神,流星,重生,1亿,
奇迹MU：新起,NEO,怪物,539.8万,
花悸,大行道动漫,战斗,6.3亿,
恶魔霸爱,一只柚子,都市,6932.2万,
致幻毁灭者,神居动漫,穿越,17.9亿,
阿U,阿U,脑洞,1亿,
美食的俘虏（番,翻翻动漫 x 集英社,美食,113万,
迷都木莲,动漫堂,推理,4.4亿,
诞生石,foxtoon,战斗,391.2万,
妹妹太爱我了怎,仟绘动漫,大女主,1.9亿,
魔物职业学院,马呣,后宫,4.2亿,
魔教教主的成长,豆糕糕+ceal不吃鱼,古风,1.2亿,
变身国民男神,三福动漫 x 三福君,职场,3.3亿,
终局异斗,某天工作室,热血,588.6万,
买个爹地宠妈咪,左岸卡漫,职场,1.4亿,
脱单战纪（单身,知音漫客,战斗,8490.9万,
爆笑小萌妃,本命漫画,古风,5573.6万,
盗墓迷影,火山研,推理,3.6亿,
看不见的男友,Macworld,脑洞,91.4万,
天上掉下个大帅,剧本：半醒熊猫；主笔：签子,逆袭,8.4亿,
此爱如歌,阿柯文化,古风,9295.1万,
我不是陈圆圆,时光鱼文化,古风,7765万,
强制勾引指南,比格熊,后宫,4.3亿,
孤若玄迟,昭广传媒 x 昭广传媒,古风,1026.3万,
禁忌之地,完美十月,推理,2.7亿,
女总裁的戏精小,安徽微漫,职场,1453.8万,
晴天之后的四季,天闻角川 x 日野田,校园,30.6万,
OX伴旅,吉味,大女主,8498.2万,
叉！我很萌！,莒小暗,穿越,2.9亿,
隐婚新娘,鱼骨互娱,总裁,5646.7万,
天狐之契,动漫堂,古风,6346.5万,
暧昧公寓,极光传媒,后宫,5亿,
陈官快递,大行道动漫,灵异,4.2亿,
血族强袭,零姬nalo,搞笑,7.4亿,
捡回来个嫁衣娘,尘鱼,推理,9536.4万,
才不是金手指,岛上Project,逆袭,6亿,
国民总裁爱上我,招西幻题材小公主萌系主笔,大女主,3亿,
神君强宠：仙妻,岛上Project,古风,4021.8万,
通天嗜宠（这些,左岸卡漫,古风,10.8亿,
碰撞偶像,星空社,娱乐圈,9277.7万,
妃哥传,Youth小勇,古风,129.1万,
我和偶像做同桌,傻鱼漫画,脑洞,865万,
云想之歌：追爱,多酷游戏动漫,大女主,1.5亿,
我的嗜血恋人,时光机漫画工作室,怪物,27.6亿,
她他（彼女と彼,夏天岛工作室,职场,114.7万,
嘤咛客栈,星际互娱,灵异,384.9万,
说好的变身呢,正月,修仙,4459.2万,
神契 幻奇谭（,L.DART,战斗,3996.8万,
凤起华藏,洒脱。,古风,5323.2万,
麻衣神算子,岛上Project,战斗,5018万,
魔王的专属甜心,阿柯文化,总裁,4.8亿,
大唐明歌,旷盛动漫,战斗,1119.2万,
公子不要啊！（,动漫堂,古风,3.4亿,
何故为卿狂,岛上Project,古风,4872.2万,
吃鸡拯救世界,鱼强市的城管叔叔,穿越,3亿,
我的房客是妖怪,掌阅漫画,灵异,2436.5万,
总裁教授跟我走,吾里文化漫画部,职场,4512.9万,
我的同学是大佬,Edda,搞笑,7.3亿,
天堂计划,百漫文化,机甲,1954.8万,
总裁娶进门,掌阅漫画,职场,4927.7万,
蔚蓝战争.启示,番奇动漫,机甲,2.4亿,
伏魔天师,钢笔头,战斗,15.3万,
丧尸小弄,阿翁,末日,68.4万,
血族传说,微漫画,推理,5076.5万,
浪漫果味C-2,万象娱乐漫画工作室,脑洞,4.6亿,
名门暖婚,彼岸天Q,职场,1.4亿,
熟悉的鬼,Kidari,大女主,5230.1万,
极品修真少年,漫考拉,古风,12亿,
英雄联盟官方漫,英雄联盟宇宙,战斗,3692.8万,
恶魔的欲望,阿柯文化,职场,1.9亿,
蔚蓝战争,白猫,机甲,2.5亿,
金田一少年事件,真岛浩 x 天树征丸 x 佐藤文也,推理,1181.9万,
最强恶党,  ╰☆Y星人,逆袭,114.3万,
总裁的专属空姐,仟绘动漫,都市,9916.5万,
让我鬼迷心窍的,神鱼漫社,职场,1.1亿,
修仙直播间,星空社,穿越,6.4亿,
她是兰陵王？！,苍兰动漫工作室 x 浮鸪 x 二胡藏剑,古风,4.9亿,
沉沦公寓,比格熊,推理,8440.4万,
绝地天通·狐,上海之画 x 绝地奇谈,灵异,4.6亿,
魔王遇难记,真岛浩 x 远田Marimo,穿越,1360.3万,
萌妻有点皮,闻源文化,职场,3.3亿,
他来自火星,依漫YICOMIC,脑洞,4778.1万,
极品妖孽,招西幻题材小公主萌系主笔,战斗,1.6亿,
总裁的呆萌丫头,神鱼漫社,职场,1.4亿,
绝世妖帝,若鸿文化,古风,9568.4万,
召唤师艾德,风炫文化,系统,273.9万,
豪门婚约,开源-橙子,职场,6998.1万,
弟弟超可爱,安徽微漫,脑洞,5.3万,
医妃当道,天翼爱动漫,古风,1.3亿,
我与秋田,触漫,妖怪,16.9亿,
爱情游戏,上海游色文化传播有限公司,总裁,9.4亿,
恒沙记,溪刘,战斗,2亿,
你我之间,小懒和大拿（半夏新语漫画）,浪漫,2.8亿,
傲娇总裁小甜妻,泛次元文化,总裁,1.7亿,
灵杀侦探事务所,宇宙牧场,灵异,9892.5万,
返魂少女,鲜漫文化,灵异,9995.6万,
欧洲一百天,tapas韩国,职场,1989.4万,
绝地天通·黄,上海之画,灵异,2亿,
是宇宙吗,yaua,系统,1亿,
拓星者,大行道动漫,机甲,3.8亿,
我管漂亮你管帅,左岸卡漫,总裁,4.8亿,
收尸人,神鱼漫社,灵异,1.9亿,
迷都奇点,厚脸,推理,4255.1万,
超萌鬼萝莉,夏花,灵异,8.3亿,
赝品专卖店,iCiyuan动漫,职场,6964.9万,
家有恶妻,一只柚子,逆袭,6210.4万,
双面校草别撩我,快看漫画,职场,436.5万,
天外人管理局,十字星,大女主,2.8亿,
三味苏屋,金鸿（鲜漫文化）,搞笑,2765.6万,
绝世飞刀,杭漫文化,战斗,1.5亿,
都市传说调查组,安徽微漫,推理,216.2万,
魔王与勇者与圣,浅夏动漫,战斗,3025.8万,
妖怪IDOLS,爱乐果iLEGUO,大女主,20.3亿,
神雕实验室,使徒子,神仙,1.8亿,
双妃传,土方先生,古风,3.4亿,
暗黑男神不听话,左岸卡漫,总裁,2170.7万,
缉凶,Macworld,推理,1.2亿,
龙凤呈祥,桀桀,妖怪,3.5亿,
闷王邪帝,天生荔枝,高甜,2608.5万,
我家驸马竟要和,凤凰网漫画,穿越,6466.9万,
犬饲录,河伯客服NPC,逆袭,3143.9万,
我非男神,长草酥酥,推理,4752.5万,
从此元帅不早朝,涂山君,古风,4204万,
嚣张狂妃：傲娇,极天云漫,古风,4410.2万,
神不会掷骰子,板车C,系统,3.5亿,
这宿舍就我是直,零姬nalo,搞笑,2874.4万,
家庭教师（番外,翻翻动漫 x 集英社,战斗,459.7万,
神影迷行,九色鹿,推理,2亿,
气球少女,宇鱼牧场漫画设计工作室,脑洞,7054.2万,
网球王子（番外,翻翻动漫 x 集英社,职场,457.9万,
掌家小娘子,本命漫画,古风,1.2亿,
现世情人是尾狐,思琦,复仇,31.7亿,
都市神眼,陪你悦读,职场,1846.1万,
超级保安在都市,开源-橙子,职场,1.9亿,
龙源寺,两点十分动漫,推理,1.5亿,
住在我隔壁的那,年兽君,脑洞,14.1亿,
双面鬼王缠上我,招西幻题材小公主萌系主笔,推理,2178.2万,
绝品强少,仟绘动漫,战斗,101.3万,
混沌金乌,阿柯文化,重生,3亿,
智人危机：活死,鹿鸣动漫,末日,3002.8万,
恋爱依存症,SF轻小说,后宫,6180.6万,
塘中鲤,霍如凡,古风,83.3万,
爱上我的伯爵夫,笑天 x 莎拉·克雷文,都市,457.2万,
婚爱成瘾,凤凰网漫画,职场,1.2亿,
天下第几,燃也Royal,大女主,6097.8万,
萨满秘事,尊者无忌,推理,8925.3万,
天狐劫,岛上Project,穿越,1393.3万,
后宫是女王,小圣,战斗,3.4亿,
十一连勇者,八宝,穿越,4亿,
吸血高中生血饺,翻翻动漫,脑洞,8941.5万,
欲望囚笼,蛋黄,脑洞,1.1亿,
青萝同学的秘密,旷盛动漫,校园,3644.1万,
追夫36计：老,仟绘动漫,职场,4.9亿,
祖传家教,西域儿,妖怪,2.1亿,
无极相师,大行道动漫,灵异,3.5亿,
神秘水域,国漫魔法空间,推理,6.1亿,
我讨厌异世界,十…办,穿越,2.2亿,
仙诡墟,中版信达,战斗,1106.6万,
格物者,mBarry,机甲,4799万,
千年姻缘一线牵,叮咚酱,后宫,12.3亿,
女神的无敌特工,招西幻题材小公主萌系主笔,战斗,2940.4万,
最强升级系统,涂山君,穿越,140.9万,
是魔术，不是幽,河伯客服NPC,后宫,1亿,
恶魔少爷太难缠,凤凰网漫画,总裁,2607.1万,
救命！我变成i,咸鱼稀饭,逆袭,5663.7万,
我的总裁就是这,杭漫文化,惊悚,6515.3万,
黑子的篮球（番,翻翻动漫 x 集英社,战斗,250.6万,
奇门之上,极光计划官方,战斗,25.7万,
野犬,彩墨格工作室,逆袭,1.3万,
非常男友,翻翻动漫,职场,2.5亿,
妄想理论,动漫堂,战斗,9954.7万,
萌娘战队,神小仙儿,热血,6561.5万,
双面千金复仇记,宝藏漫画,重生,1.7亿,
前妻的诱惑,金陵自古帝王州,都市,2090.5万,
撸胖与段子哥日,雨月动漫,脑洞,1301.1万,
百魂灵约,钢笔头,战斗,21.3万,
求生且易梦难寻,实习生,职场,1789.3万,
红妆扮女帝,黑加号,古风,9845.7万,
赠你一世情深,?。,重生,31.2万,
浮生册,风小陌Nike,修仙,95.8万,
校园修真狂少,鲜漫文化,逆袭,1222.4万,
我与你的重要谈,真岛浩 x Robico,搞笑,350.4万,
女神的近身侍卫,岛上Project,后宫,1273.8万,
冰上王牌,漫喵,逆袭,1184.5万,
少女张飞,阅动文化,灵异,1.1亿,
这个男神有点皮,火星动漫,职场,6169万,
零点重生,熊猫漫画,重生,59.4万,
猫灵相册,七创社,后宫,"4,987",
丧尸生存法则,查无此者,宅斗,1236.4万,
贵族侦探,蒸汽动漫工作室,推理,9621.4万,
宝贝你好甜：嗜,左岸卡漫,妖怪,2.6亿,
最武道,漫友文化,古风,1.2亿,
我的傲娇鬼王,神鱼漫社,古风,1.5亿,
最接近蓝天,feifei,大女主,1442.5万,
滇娇传,两只猫先生,古风,5.4亿,
亿万首席的蜜宠,极天云漫,总裁,9.5亿,
民国侦探录,旷盛动漫,推理,556.8万,
你与我相遇,鲜漫文化 x 笼鸠,妖怪,1.8亿,
超能小卖部,漫漫道,战斗,6897.8万,
潘神记,骚客工作室,战斗,2.8亿,
未来试验,薄暮,复仇,21.2亿,
救命！我变成男,招西幻题材小公主萌系主笔,穿越,295.7万,
"Blue,Bl",ecomix 负责人诸葛真,职场,473.6万,
无主之灵,苏州亿歌,穿越,722.4万,
火狐,延强动漫,古风,5.4亿,
这个农家乐有毒,向右向左,大女主,228.6万,
国产女巫咪咪子,大浪,战斗,3594.5万,
一千灵疑夜,李余灵疑,复仇,164.3万,
猫的诱惑·漫画,中国卡通,妖怪,1.7亿,
我家殿下要挂了,Macworld,古风,3亿,
丑闻游戏,友人A君,娱乐圈,1660.5万,
无形之愿,上海我梦动漫,怪物,1.2亿,
请和梦中的我谈,诺动漫工作室,校园,1亿,
以剑之名,一波人漫画,战斗,1.6亿,
神道问卜,画狸,古风,242.6万,
金田一少年事件,真岛浩 x 佐藤文也 x 天树征丸,推理,406.3万,
宠物女仆,猫纸小丹&ann,职场,3亿,
隔壁总裁请指教,iCiyuan动漫,都市,1.7亿,
功夫保镖,猫蛋蛋工厂,战斗,9548.2万,
仙音烛,苒鹿,古风,5286.2万,
超魔构筑师,折线轨迹漫画工作室,穿越,1953.2万,
末人,三页漫画,推理,1.7亿,
驭君记之倾世神,岛上Project,古风,5254.6万,
和尚与小龙君,陌七,复仇,2.9亿,
赵沐萱传,红投科技/影动文创 x 影动文创,古风,1.6亿,
最强邪少,萧何 x 由由,战斗,8.8亿,
第二次也很美,修罗,妖怪,2908.2万,
生者为大,比格熊 x 被窝桑,战斗,1.8亿,
聊斋,漫神共创,灵异,5236.7万,
皇家学苑,大周互娱,搞笑,2.1亿,
灵感直播,肆仟万了,战斗,8411.2万,
山海师,无言,灵异,1.1亿,
玄都故梦,华清飞扬/鲜漫文化,古风,481.5万,
爆笑校园：豆芽,漫友文化,搞笑,154.1万,
救命，我的男票,阿柯文化,妖怪,2.1亿,
盛世华宠：我被,左岸卡漫,职场,1.5亿,
十万个谐音梗,理池,脑洞,1989.2万,
骄里娇气,漫神共创,穿越,1.1亿,
义变,烽云传媒,战斗,1.5亿,
女配今天也很忙,知音漫客,大女主,5820.8万,
捡个影帝当饲主,六花漫创,脑洞,1.4亿,
闲白儿up a,介邦人,逆袭,7.4万,
魔君快到碗里来,喵掌门动漫,古风,3.6亿,
一代女皇,老狐狸,古风,2.2亿,
重返十八岁：男,友人A君,重生,2亿,
Fresh F,年兽君,复仇,3.2亿,
天降萌妻,左岸卡漫,大女主,8122.3万,
鬼夫大人你有毒,Doris x 佐野甲鸟子,古风,1.3亿,
明星男友强索爱,左岸卡漫,娱乐圈,3.1亿,
俺老子是萝莉,陈先生,战斗,1.7亿,
我的未婚夫白狐,友人A君,灵异,2.4亿,
花语心愿,洛娅,修仙,6.6亿,
原来我很爱你,招西幻题材小公主萌系主笔,职场,2.1亿,
他来了，请闭眼,天成文画,推理,9810万,
禁忌的二分之一,妄猫,性转,1744.5万,
天之王女,樊文仲,古风,3.7亿,
腹黑boss缠,鱼骨互娱,总裁,6135.4万,
灵魂游戏,BOSS,热血,1.4亿,
济公传奇,漫神共创,修仙,887.9万,
重紫,依漫YICOMIC,古风,3183.5万,
守护之羽,周鼠叔,职场,8.5亿,
逍遥奇侠,漫神共创,战斗,2534.5万,
宠宠欲动,极光传媒,逆袭,1.3亿,
虫岭怪谈,插电动漫,大女主,1.5亿,
田园小农女：带,仟绘动漫,古风,1853.8万,
最强病毒,联络员,逆袭,2.5亿,
龙魂特工,文龑,复仇,1.3亿,
轩辕剑 昆仑纪,台灣角川國際動漫,古风,125.7万,
萌妻有毒：冷面,招西幻题材小公主萌系主笔,职场,4643万,
蒸汽世界3：冰,毛小姐,战斗,42.5万,
总裁的致命毒药,笑话,总裁,4790.8万,
偃师妖后,致漫文化,古风,1849.1万,
上货,招财胖企,搞笑,1.4亿,
回到过去变成猫,脑回路文化,穿越,6097.8万,
我和狐妖有个约,神鱼漫社,灵异,2亿,
