name,author,types,popularity,
宠狐成妃,旷盛动漫,古风,1.9亿,
午夜搭档,ecomix 负责人诸葛真,妖怪,33.8万,
都市降神曲,优时文化,复仇,4.5亿,
镜·朱颜,常盘勇者NPC,古风,2亿,
最美奋斗者,企鹅娘,职场,59万,
超人必须死,3000W,机甲,6.1亿,
名门天后,一只柚子 x 香香软软小肥牛,总裁,5.2亿,
炉鼎要反抗,漫卷次元,穿越,10.6亿,
腹黑总裁别乱来,开源动漫,复仇,5.1亿,
瘟神与花,神漫君,古风,1168.8万,
爸气归来,由由,妖怪,3554.3万,
大圣和小夭,妖妖小精,治愈,3.3亿,
极道天使,真正又黑又瘦,推理,10.9亿,
嗜血老公：错嫁,开源-橙子,总裁,3.1亿,
美颜心动游戏,比格熊,娱乐圈,3.3亿,
百兵默示录,十字星,复仇,8676.3万,
花落君王心,乐米,古风,4亿,
你的血很甜,C&C Revolution Inc.,妖怪,3184.6万,
暗恋成婚,比格熊,总裁,6.6亿,
暗夜无常,青玉X蓝迪漫娱,穿越,7.4亿,
读书成圣,泛次元文化,后宫,4亿,
千年冥王共枕眠,青兰如息/半夏小酌,古风,1.1亿,
豪门枭宠·总裁,一手动漫,逆袭,9.8亿,
不朽凡人,武汉唯道,战斗,7.7亿,
经典传承—中国,权迎升,古风,141万,
宠妻狂魔我的冥,萝莎莎,古风,4223.8万,
不结婚,大鬼,职场,5.4亿,
我的极品美女总,蓝色忧郁,职场,1032.8万,
噩梦尽头,翻翻动漫,推理,2.8亿,
入戏太深,九夏动漫,复仇,2595.1万,
爆音联盟,知音漫客,战斗,2020.6万,
三国异志录,琦木文化编辑-木木,古风,2231.9万,
绝望教室,开源-橙子,推理,5316.7万,
三国志异,「幻乐文化」,妖怪,2198.3万,
杀手火辣辣,剧象漫画,古风,2.2亿,
科学恋爱法则,三茶,古风,1.9亿,
她讨厌我,畅漫君,大女主,6909.4万,
霸道总裁圈爱记,NEO,总裁,1.9亿,
凶猛世子妃,丹鼎四海,古风,1.2亿,
无人世界,爵酷动漫,怪物,7249.5万,
倾世帝王姬,安徽微漫,大女主,1788.6万,
拾忆长安 ? ,动漫堂,古风,3638.1万,
刘慈欣科幻漫画,漫传奇,冒险,,
勇者的挑战,幕星社 x 坛九,搞笑,107.9万,
隐婚总裁别乱来,宝藏漫画,总裁,1.8亿,
虚游神,惊面兔,热血,3.2亿,
穿越火线那些事,风行漫画,战斗,3亿,
苏幕遮,ZHIQ,大女主,6.9万,
吾家有小妾,深圳云朵屋科技有限公司,古风,1.5亿,
穿越银河来爱你,神居动漫,脑洞,7675.6万,
奇怪的他,星魍,脑洞,5549万,
下一秒开始,芝士棒+鲸川 x 芝士,逆袭,3亿,
天神外卖员,岛上Project,神仙,11.6亿,
步步毒谋血凰归,仟绘动漫,古风,979.6万,
丘比少年,豹虎子,性转,5166.9万,
星星彼岸的你,九儿,古风,8924.6万,
你在天堂，我入,极天云漫,总裁,1.7亿,
娇女谋略：甜宠,仟绘动漫,古风,329.4万,
白眉,大洪,战斗,2.5亿,
宛香,深圳云朵屋科技有限公司,权谋,2.5亿,
鬼影神探,狐小D,灵异,6亿,
当神需要起司的,畅漫君,战斗,2.1亿,
樱花飘落美如你,落纸云烟,总裁,6.9亿,
前妻攻略,开源-橙子,职场,1.3亿,
亲爱的陌生人,大魔王漫画,总裁,1.1亿,
捕“神”GC,天空树漫工厂,复仇,1.9亿,
点魂灯之秦陵密,天空树漫工厂,推理,3826.2万,
时空逮捕令,ArSs·玖叄,战斗,1.2亿,
凶棺,万二,灵异,8.4亿,
欲望重生,风酱,复仇,25.2亿,
地狱公寓,脑回路文化,推理,5712.6万,
万世信使,须蓬 钺猫社,灵异,1906.7万,
见习魔法师·漫,中国卡通,脑洞,1亿,
侍魂新语,深圳云朵屋科技有限公司,战斗,5952.3万,
我的外挂戒灵,岛上Project,战斗,8627.6万,
猪可以有多可爱,修罗,校园,1.5亿,
血墨山河,星空社,战斗,2.8亿,
红楼梦,漫神共创,宅斗,2483.2万,
地狱鬼妻,笑话,灵异,1.4亿,
恐怖高校,暗杀工作室,系统,45.5万,
昼之王夜之枭,星偶24,权谋,1.3亿,
召唤天下,周鼠叔,战斗,12.5亿,
妹子与科学之伊,诈术师德德,末日,2089.6万,
拯救我吧腐神,狐乐乐,后宫,9.4亿,
被贩卖的童年,巴山夜雨,推理,2亿,
黄雀传,新漫画,复仇,2705.4万,
水浒传,漫神共创,古风,1833.8万,
侠客行不通,友人A君,古风,1亿,
拐个太子来调教,L.mk,古风,4.4亿,
魁拔之狼烟吹雪,魁拔官方 茶水间主任,战斗,9246.7万,
神选者,佑铭,战斗,3亿,
极乐世界,暴青漫画,推理,12.1亿,
诛邪,漂流水果派~~,推理,1.8亿,
我太受欢迎了该,真岛浩 x Junko,大女主,7515.9万,
黎明前夜,鲨鱼哥,战斗,9506.7万,
医女倾城：盛宠,极天云漫,古风,1.8亿,
魔二代,岛上Project,重生,3.1亿,
守望春天的我们,真岛浩 x Anashin,大女主,2102.3万,
真二次元伴侣,ZCloud x 唐不醒,灵异,1.9亿,
卜算子,修罗,古风,4.6亿,
巅峰神医,时光鱼文化,战斗,1.3亿,
满朝王爷一锅端,神鱼漫社,大女主,3.3亿,
铁鸥,安徽微漫,机甲,7.7万,
秦侠之菜鸡猎人,翻翻动漫武汉部落,战斗,5492.5万,
宠妻成魔：夫人,九夏动漫,古风,2043.6万,
强制恋爱学园,Macworld,系统,2807.6万,
血族总裁别咬我,岛上Project,脑洞,1.7亿,
地府朋友圈,iCiyuan动漫,系统,3250.2万,
三国之云起龙骧,蔷薇事务所,古风,2.1亿,
特行科，特别行,小野妹子,脑洞,1.6亿,
神之雫（神之水,真岛浩 x 亚树直 x 冲本秀,美食,2920.3万,
楚宫四时歌,云间望月,古风,5.2亿,
猫与剑,中二田园喵,灵异,11.7亿,
爱我于荒野,王桃,职场,900.8万,
我不是李白,知更,古风,6.6亿,
重生魔术师,迷之44栋,重生,7.9亿,
三界临时工,漫川工作室,神仙,1.3亿,
醉卧美人膝,饼干文化,古风,1.3亿,
扑杀少女,daum,妖怪,2.2亿,
灾难代号零,翻翻动漫,末日,1694.9万,
限时婚约：陆总,传奇漫业,职场,7793.7万,
家有鬼妻,鹿玲满满,神仙,14.5亿,
爆漫王。,翻翻动漫 x 小_健,日常,,
冠军之光,爽工作室,逆袭,3.9亿,
雨后满天星,银色铃声,美食,1449.6万,
我的妖怪空姐,双面苹果,妖怪,2.1亿,
少爷的替嫁宠妻,比格熊,总裁,3.3亿,
我的仇人有超能,比格熊,神仙,2.9亿,
总裁的饲养小娇,招西幻题材小公主萌系主笔,总裁,3722.1万,
都市酒仙,心绘文化,美食,3.6亿,
圣斗士星矢（番,翻翻动漫 x 集英社,冒险,,
侠客行,凤凰娱乐,古风,3.8亿,
梨泰院CLAS,daum,复仇,5亿,
洛京清扫计划,十字星,怪物,4.2亿,
花样男子,翻翻动漫 x 神尾叶子,治愈,8964.2万,
微光世界,bless,穿越,7.7亿,
危情新娘,大行道动漫,复仇,9896.5万,
月老不准我恋爱,创画文化,神仙,2.1亿,
魔域佣兵,风炫文化,战斗,1.1亿,
王子大人有毒,真岛浩 x 柚月纯,校园,907.2万,
神秘总裁的心尖,柒漫,总裁,9082.9万,
诊心,布布星球,职场,2.2亿,
妖山列传,Maye(魅),妖怪,3.4亿,
吸血鬼男朋友,咪咕阅读次元频道,穿越,4.6亿,
拒嫁豪门：总裁,招西幻题材小公主萌系主笔,职场,3.1亿,
一嫁大叔桃花开,一直看漫画,总裁,5638.1万,
耳语,四喜,脑洞,6.6亿,
都市超级医生,九夏动漫,后宫,582.5万,
抱紧我的鬼夫君,招西幻题材小公主萌系主笔,大女主,4.6亿,
神圣守护者,靖宇,战斗,9.2亿,
30天成为大明,安徽微漫,重生,7.2万,
仙州城战纪,三昧漫画,复仇,291.8万,
花开时节总是诗,六花漫创,总裁,266.9万,
倾世医妃要休夫,开源动漫,古风,3.5亿,
西装下的魔王：,东影COMIC,职场,8092.9万,
钻石王牌,真岛浩 x 寺岛裕二,逆袭,2504万,
星恋之霸王条约,天郡工作室,都市,7340.9万,
山海镜花：龙子,chenyuki,战斗,1743.1万,
恶魔总裁的祭品,笑话,总裁,3.4亿,
拾时诗,盛世卡漫,穿越,8238.8万,
军阀老公：沈沈,深圳云朵屋科技有限公司,战斗,3亿,
绝望游戏,极天云漫,推理,3548.8万,
神武之灵,索以文化,古风,2.5亿,
徒弟，你快放开,酥饼招牌味,古风,1.8亿,
拜托别吃我,比格熊 x 灵昔,妖怪,8.1亿,
糟糕！变成女配,熊猫漫画,古风,187.8万,
我想吃了你,ktoon,怪物,4538.4万,
约会灵空间,柒漫,修仙,3628万,
我的竹马是明星,漫神动漫,娱乐圈,3.3亿,
朕的马是狐狸精,赛客斯文化,古风,6.2亿,
共生～Symb,新漫画,推理,668.7万,
泳恋,漫巢文化,大女主,4091.5万,
双世宠妃,南辰北斗文化传播有限公司,古风,1.4亿,
温柔的占有,  ╰☆Y星人,职场,473.6万,
空想之境,番奇动漫,穿越,1.6亿,
亡灵杀手之夏侯,anibear动漫工作室,战斗,1871.7万,
翟男的女人,Haksan,职场,5955.2万,
除灵法师,酱油熊动漫,灵异,3591.5万,
东君,中版信达,古风,596.1万,
萌宝仙妻,九夏动漫,古风,24.7万,
最强神眼,有鹿文化,后宫,7亿,
九鼎记,北京业主行,古风,3.7亿,
火之丸相扑,翻翻动漫 x 集英社,战斗,1.4亿,
暗恋与食欲,7海先生,丧尸,1490.2万,
灵异人偶,星际互娱,灵异,1365万,
搞笑漫画日和,翻翻动漫 x 集英社,脑洞,687.5万,
越界直播,钢笔头,灵异,17.8万,
心机婚宠,触岛漫画,复仇,1.2亿,
收好人卡的一百,Macworld,系统,5919.6万,
妻子的救赎,仟绘动漫,都市,8.7亿,
人鱼之泪,温声,妖怪,5.7亿,
黑色曼陀罗,十字星,复仇,2.2亿,
无法告白,global.mrblue,脑洞,1351.2万,
狐妖太子妃,黑雨,古风,8332.5万,
契约魔鞋,国漫魔法空间,萌系,2.5亿,
仙界休夫指南,追光写影-英子,神仙,2.7亿,
我是女帝我好南,钢笔头,后宫,68万,
天之境,熊猫漫画,战斗,9.4万,
四月是你的谎言,真岛浩 x 新川直司,校园,540.6万,
脱团大作战,风菜,后宫,4.5亿,
清风扇,比格熊,古风,4362.5万,
南部档案,南派泛娱,推理,2460.3万,
女总裁的近身狂,仟绘动漫,大女主,161.7万,
BOSS哥哥，,深圳云朵屋科技有限公司,职场,10.8亿,
就想要个女朋友,爱,脑洞,9.4亿,
贰叁事,…………,职场,1484.6万,
云想之歌-笼中,脑回路文化 x 多酷游戏动漫,大女主,1.5亿,
霸总萌妻：你好,极天云漫,总裁,2亿,
从0到1的重生,钢笔头,重生,40.7万,
宠你入骨：腹黑,招西幻题材小公主萌系主笔,职场,4262.4万,
日行一善,幕星社 x 坛九,脑洞,38.1万,
将军急急如律令,神鱼漫社,古风,3197.1万,
生死回放第三季,鲜漫文化 x 苍玄,推理,1.5亿,
江南华佗,华创视界动漫,穿越,9239.5万,
凤囚凰,安徽微漫,古风,108.8万,
侍妾翻身宝典,冬漫社,古风,2亿,
重生之嫡女逆袭,仟绘动漫,大女主,119.7万,
哥就是踢的远,钢笔头,战斗,30.8万,
无法告白：第二,global.mrblue,职场,554.7万,
帝王燕之王妃有,博易动漫 x 博易小助手,古风,3143.4万,
桃运小神农,仟绘动漫,权谋,5.7亿,
撒娇boss追,逸云书院,总裁,1.4亿,
龙姬,Krokodi,战斗,7556.8万,
赎罪密室,剧象漫画,推理,1.1亿,
占骨师,深圳云朵屋科技有限公司,穿越,6447.3万,
不良宠婚,开源动漫,总裁,3.2亿,
曼妙美人动情妖,彩虹猫,妖怪,52.4亿,
盛世无垢：冷傲,大行道动漫,古风,2.1亿,
捡个帅哥是总裁,大行道动漫,总裁,5363.9万,
将夜2,漫优优,古风,109.5万,
佣兵的战争,延强动漫,战斗,7926.9万,
仙商,六花漫创,逆袭,6.5亿,
快穿之旅.失宠,岚翼动漫工作室,搞笑,2429.5万,
妙手天医在都市,天翼爱动漫,后宫,3亿,
盛世安然,洛娅,古风,7亿,
不平等宠爱条约,快看漫画 x 鸿无（原著）x香网x一六 x 金小格x无二漫画,总裁,2561.9万,
香蜜沉沉,依漫YICOMIC,古风,7679.8万,
甜蜜的她,友人A君,妖怪,2024.7万,
王子的魔法主厨,Vivian,美食,5.5亿,
总裁，借你身体,九夏动漫,职场,1613.2万,
最强会长黑神,翻翻动漫 x 集英社,战斗,3060.4万,
少年遇见少年,sanha-星辰海工作室,校园,3791万,
温柔的屠龙方式,零尘Project,古风,4.5亿,
男神，求你收了,漫看,职场,9522.8万,
夏娃未成年,隔壁的特特罗,战斗,18.1亿,
侯府嫡女的世子,岚翼动漫工作室,古风,1635.2万,
幻想武装,SF轻小说,战斗,7116.4万,
百妖异闻,（波洞）夏天岛工作室,妖怪,3.7亿,
青梅的花嫁,风酱,总裁,4.6亿,
桃花运是冒险,杨笑汝,职场,1327.5万,
死居,百川社,推理,3.1亿,
贵少的绯闻女友,左岸卡漫,穿越,1.4亿,
特殊传说,天闻角川 x 醉倚花阳 x 天闻角川,战斗,5505.2万,
女尊天下：娶个,啾啾,古风,1.9亿,
拐个贵族少爷当,一只柚子,搞笑,3.5亿,
多伦多的小时光,深圳云朵屋科技有限公司,总裁,1.8亿,
朕不会轻易狗带,阅文漫画,古风,1亿,
掌上甜妻深深宠,快看漫画,总裁,1091.7万,
晚上才是女孩子,阿柯文化,性转,4.2亿,
请让我安静成长,张炸天,搞笑,1亿,
血瞳,星空社,战斗,9545.5万,
契约甜宠：国民,左岸卡漫,总裁,9214.7万,
红妆灼灼,漫舞动漫,古风,2亿,
琴键,MJiffy,复仇,65.2万,
无限剧场,知音漫客,穿越,1507.1万,
黑皇圣冠,世纪末,战斗,3.8亿,
精灵录,神漫君,脑洞,1381.7万,
六界行者,比格熊,战斗,1.6亿,
朱斌漫画精选集,漫友文化,脑洞,1529.7万,
卿如丝,翻翻动漫,浪漫,4.8亿,
天使之屋,畅漫君,推理,3047.2万,
应声入网：大学,www,战斗,5188.9万,
龙俦纪,爱乐果iLEGUO,古风,5940.5万,
爵迹,最世文化,怪物,2亿,
傲娇总裁：一纸,仟绘动漫,大女主,1亿,
刺客信条：英灵,新漫画 x 冯紫苏 x UBISOFT育碧,战斗,6417.3万,
我又不会异能,星际互娱,战斗,1383.4万,
愤怒的萝卜,易动娱乐,复仇,1.2亿,
王妃好威武,江景海琦,古风,3.5亿,
我家王子是男仆,蔷薇事务所 x 深渊主宰,逆袭,55亿,
小皇书VS小皇,理池,古风,2.7亿,
女生寝室,三福动漫,复仇,1亿,
律政女王,两只猫先生,职场,3.3亿,
想入非非,布布,总裁,1396.9万,
公子你的蛋丢啦,天纵世纪,古风,1.7亿,
都市最强无良,火星动漫,后宫,2.2亿,
女校攻略,岛上Project,后宫,5亿,
将军的小宠医,阿柯文化,古风,2.2亿,
九州天空城之凤,三福动漫,古风,706.9万,
暗源,洋洋自得,机甲,1659.3万,
末世斗神,仟绘动漫,推理,121.8万,
十二天劫,魔士,怪物,2亿,
御天,神居动漫,古风,1.1亿,
皇子的天降未婚,多蕴文化,穿越,2.7亿,
至尊神眼,一鱼文化,战斗,1.1亿,
诛仙·御剑行,完美世界漫画,逆袭,4851.6万,
生命源代码,延强动漫,复仇,9.7亿,
人生之书,翻翻动漫,战斗,1.4亿,
言灵,喵舍-五柳,职场,1151.5万,
隐山梦谈,凤凰娱乐,古风,5006.4万,
夜族的秘密,两只猫先生,古风,44.2亿,
JM特殊客人服,猫小咪,职场,7.5亿,
妖魔合伙人,水魔方,战斗,12.8亿,
最强NPC,破界互动,末日,1530.8万,
逍遥游,使徒子,古风,1.6亿,
王牌天师小蛮妖,蔷薇事务所,总裁,7.3亿,
影子猫彩色版,牧羊人,战斗,95.3万,
特战先锋,乌米动漫,战斗,533.5万,
画皮师,奇月星空,古风,1.6亿,
血魔,剧象漫画,战斗,1898万,
超级神医系统,文龑,后宫,1.1亿,
灵棺夜行,漫看,玄幻,,
庖厨天下,尚漫仓仓,美食,5.9亿,
恶魔游戏：调教,开源-橙子,职场,3.3亿,
饮酒家汪,global.mrblue,脑洞,1141.1万,
修仙狂徒,波奇,古风,4亿,
废柴特工,澄子子,推理,3.2亿,
家兄又在作死,Macworld,大女主,3.7亿,
食戟之灵（番外,翻翻动漫 x 集英社,美食,3647.7万,
翻滚吧!龙太子,乱凤 x 原石数艺,战斗,1.3亿,
敬老幼儿园前传,有狐-宋只鱼,穿越,2.4亿,
大王请跟我造狼,神鱼漫社,古风,1.1亿,
英魂之刃,动漫堂,战斗,3亿,
白狐魔法师,盐芭社,妖怪,1.3亿,
爱困囚笼,九月光合,复仇,4亿,
鬼谷黑名单,风狸绘漫画,复仇,6497.6万,
红楼私房菜,动漫堂,美食,1941.2万,
钟馗传,谢峰,古风,2.3亿,
隐世花园之植面,由由,灵异,5572.1万,
豪门逃嫁101,仟绘动漫,大女主,159.8万,
全境重生,两点十分动漫,灵异,2.8亿,
重生之海棠花开,国漫魔法空间,都市,5.4亿,
成为勇者吧，魔,天空树漫工厂,权谋,7199.7万,
陛下请自重,本命漫画,古风,9497万,
抓个女鬼谈恋爱,石头君,后宫,147.4万,
外科剑仙,极光传媒,古风,1.1亿,
寄生档案,安徽微漫,末日,1485.3万,
愿望方,动漫堂,推理,2.5亿,
男神爸比快到碗,左岸卡漫,职场,6196.4万,
无尽幻世录,风炫文化,穿越,2350万,
末日星光,迷之44栋,战斗,2.6亿,
逆战超能白狼,岛上Project,后宫,1.6亿,
未婚爸爸,漫悠悠,脑洞,27.9亿,
墓海诡录,画狸,灵异,2.4亿,
卡戎（CARO,华创视界动漫,脑洞,3.6亿,
恶魔奶爸（魔王,翻翻动漫 x 集英社,战斗,142.7万,
十相：复仇游戏,上海游色文化传播有限公司,复仇,1.4亿,
末日超神激动队,五彩石漫画社,脑洞,8952.2万,
撒旦首席的温柔,极天云漫,总裁,1.3亿,
魔女物语,洛君麟,妖怪,2597.9万,
一骑当千-孙尚,若鸿文化,古风,992.3万,
为你盛放,阿国动漫,脑洞,6837.3万,
手机少年,爱,脑洞,1.9亿,
我的银河系恋爱,闻源文化,战斗,2.9亿,
日终梦魇,二四六,战斗,181.1万,
第二次爱上你（,笑天 x 雪莉·强普,职场,38.9万,
北暝之子,知音漫客,古风,3842.6万,
绝世神皇,大鱼-六六,重生,2.5亿,
阎王法则,新漫画,推理,447.9万,
我的怪兽男友,漫友文化,大女主,1.5亿,
南宋第一卧底,大行道动漫,古风,8397.1万,
错空迷失,星空社,推理,1.2亿,
人鱼公主,安徽微漫,重生,2637万,
灵魂行者,愚者,战斗,10.6亿,
广陵散,*小不小*不,古风,14万,
龙珠（番外篇）,翻翻动漫 x 集英社,战斗,569.7万,
哥变成魔法少女,家家娘,热血,248.8万,
春闺秘录：厂公,极光传媒,古风,4.5亿,
致命宠妻：总裁,开源动漫,总裁,4.5亿,
魔王大人请慢走,神居动漫,穿越,68.8亿,
江湖策划师,天空树漫工厂,古风,7.7亿,
天使大人别撩我,漫看,脑洞,9105.3万,
仙宙,安徽微漫,古风,3154.4万,
公交男女爆笑漫,公交男女,职场,9.1亿,
都市修仙传,漫芽堂,修仙,5.1亿,
穿越之造星记,知音漫客,古风,7684.3万,
机关天下,笑话,古风,5786.7万,
火影忍者外传,翻翻动漫 x 集英社,战斗,5026.1万,
古乐风华录·千,Aimo,古风,3.5亿,
初恋男神同居中,六花漫创,脑洞,2.2亿,
精灵王战纪,知音漫客,穿越,2.3亿,
侦诡,星际互娱,灵异,168.8万,
凶猛鬼夫轻轻吻,分布文化,古风,3.9亿,
他与她的秘密,漫巢文化 x 冰婪,大女主,1.4亿,
女王驾到,向右向左,穿越,50亿,
傻子,言木木,脑洞,165.1万,
半脸女王,钢笔头,复仇,99.7万,
半妖倾城,阅文漫画,妖怪,1.3亿,
帝姬养成日记,触岛漫画,古风,8029.7万,
雪山飞狐,凤凰娱乐,古风,2161.9万,
皇储的护士甜心,冬漫社,总裁,1.3亿,
三神老师的恋爱,真岛浩 x 相川裕,校园,645.4万,
画季物语,DCC,职场,221.2万,
排球少年！！（,翻翻动漫 x 集英社,战斗,156.3万,
豪门小老婆,左岸卡漫,总裁,5.7亿,
女友培养计划,倔强的韭菜,战斗,5亿,
一纸契约,神鱼漫社,职场,2.2亿,
喂，老板别过来,触漫APP,职场,1.2亿,
妖狐总裁恋上我,笑话,脑洞,1758.3万,
搞定小叔子,DNCWEBTOONBiz,娱乐圈,6903.7万,
绝地天通·白,上海之画,战斗,18.4万,
我家没有正常人,畅漫君,脑洞,7021.4万,
劲舞之恋,劲舞团漫画组,大女主,929.5万,
逐风月，与君欢,深圳云朵屋科技有限公司,古风,3.1亿,
天命玄鸟,隔壁的特特罗,古风,1.5亿,
奇妙的动物高中,一漫文化,妖怪,2120.4万,
夫君有毒,山芥,古风,22.8亿,
与兔共枕,星空社,脑洞,1.9亿,
沙滩女排,王乐杨,战斗,4.4亿,
重生之娇宠小公,猫蛋蛋工厂,古风,3786.4万,
D.Gray-,翻翻动漫 x 集英社,灵异,5197.7万,
他她英雄,唐漫文化-唐唐,职场,4.2亿,
妖怪公寓,（波洞）夏天岛工作室,恋爱,,
总裁，你要对我,菲菲,总裁,3.4亿,
苟住天使,缘漫动漫-缘娘,后宫,1145.4万,
格斗少女：拐个,小妙,脑洞,867.2万,
狩猎禁则,火星动漫,复仇,6974.9万,
她他, x 知音漫客,逆袭,7386.3万,
熊猫好贱,美滋滋,穿越,8565.3万,
至尊情圣,笑话,逆袭,2173.7万,
万象融合起源,鲜漫文化 x 朱廷,战斗,8340万,
麻神,动漫堂,战斗,2.7亿,
深渊边境,李麦子,惊悚,6.6亿,
胖达x胖达,翻翻动漫,美食,15.6万,
荒野之镜,星空社,推理,9651.8万,
窈窕君子 女将,阿柯文化,古风,4.4亿,
梦间集天鹅座,两点十分动漫,大女主,7168.5万,
哥要做女王！,笑话,脑洞,1.3亿,
废柴皇帝进化史,翡白,穿越,8.3亿,
独家溺爱,凤凰网漫画,总裁,3121万,
逆转次元：AI,云图—蓝鱼漫画,电竞,7753.5万,
禅心问道,漫悠悠 x 贝贝,古风,4.4亿,
天工谱,非人哉,战斗,903.7万,
层层惊悚,大行道动漫,系统,5.3亿,
一招仙,VV,战斗,8245.8万,
猎食王,佛大漫画脑残君,美食,6859万,
谁说我是大佬了,大行道动漫,系统,5789.5万,
幽冥补习班,星际互娱,灵异,2783.7万,
史上最强帝后,极天云漫,古风,4.9亿,
生死狙击之死神,夏天岛工作室,战斗,7.3亿,
帝少掠爱成瘾,Doris x 猫干,总裁,7.4亿,
封兽异闻录,辉罗,战斗,930.9万,
头牌主播,次元播动漫,娱乐圈,7272.2万,
闪灵二人组,真岛浩 x 青树佑夜 x 绫峰栏人,灵异,4694.8万,
无脸少女之逆袭,汉娜魔,怪物,3.7亿,
一夜豪门：总裁,开源动漫,职场,5.1亿,
校花在身边,安徽微漫,后宫,1376万,
恋爱1/2,云图—蓝鱼漫画 x 甘糖 x 猪皮,逆袭,8.3亿,
Flower ,DCC,机甲,73.7万,
少女总裁Lov,海鸟动漫_PC,职场,15.6亿,
魔妃嫁到,涂山君,古风,1.6亿,
魔女卡提·漫画,中国卡通,宅斗,2780.3万,
雪夜闻樱落,夏枸杞&允梦阁,古风,2863.8万,
灵魂追捕者,漫悠悠,推理,2亿,
米其林之星,金姸（jaedam）,美食,4759.8万,
美人策,左岸卡漫,重生,3.6亿,
当红炸子鸡也追,九夏动漫,娱乐圈,5138.4万,
白泽异闻录,砂华(??ω?)　 x Momo|(?＇ω＇?)? x 砂华&momo,灵异,17.8亿,
我的新郎是阎王,插电动漫,灵异,2.5亿,
最强人格,曾生,战斗,7.6亿,
未来重启2：老,蒸汽动漫工作室,系统,1181.8万,
我靠美貌发家致,安徽微漫,古风,341万,
749局：奇案,安徽微漫,灵异,1621.7万,
一律当鲜,沃尔血蹄,职场,2.3亿,
异象,（波洞）夏天岛工作室,推理,2亿,
对你唯命是从,翻翻动漫,职场,9.7亿,
枕边的骗局,两只猫先生,复仇,60.3亿,
白江映心,北河二Castor,大女主,34.7万,
守护者,张涛 x 昱彤,推理,8.5亿,
整容手札,仟绘动漫,推理,1848.7万,
盗墓笔记 七个,依漫YICOMIC,灵异,3106.6万,
兵王之王,仟绘动漫,修仙,149.9万,
我靠养崽拯救世,三原社,古风,"3,210",
傅少的亿万甜妻,书丛-缥缈,总裁,2.5亿,
第八识,联络员,战斗,10.2亿,
怪谈诡异录,卡布其诺,推理,7.3亿,
赤锋,大象Q,战斗,79.6万,
天使与恶魔的密,星际互娱,妖怪,438.1万,
刃字杀,尧,战斗,6亿,
以龙为鹿,开源动漫,古风,3.5亿,
分裂女神,藏龙阁漫画工作室,后宫,3.4亿,
精灵囚笼,深色奇,战斗,5.7亿,
审判战区,公屐,战斗,2.2亿,
蛊之诗,爽工作室,战斗,4亿,
胡思趣录,鱼子,推理,1041.7万,
捉妖见闻录,漫星球,怪物,4279.9万,
王爷爱上“公公,漫悠悠,古风,7.7亿,
吸血鬼与女仆,ecomix 负责人诸葛真,古风,3735.3万,
大仙本是怪,紧紧＆总木甲 x 锦锦 x 总木甲,妖怪,8.1亿,
冥王的绝宠娇妻,招西幻题材小公主萌系主笔,灵异,1135.7万,
天地龙魂,神漫君,古风,1417万,
我被学弟治愈了,畅漫君,脑洞,8576.5万,
恶魔恋人100,岛上Project,都市,1008.6万,
一夜孽情,左岸卡漫,总裁,6.3亿,
深海之歌,缘漫动漫-缘娘,总裁,5922万,
梁间燕,翻翻动漫,古风,387万,
断纸,野鸡工作室,古风,24.2万,
南风过境,神漫君,职场,1683.1万,
我和未来的自己,旷盛动漫,穿越,7.1亿,
夜行犬,东四大飞哥,推理,2149.2万,
校花的终极兵王,岛上Project,战斗,1860.5万,
修罗岛,Macworld,战斗,2644.5万,
尖叫日记,联络员,推理,1.1亿,
茶叶少女,阿柯文化,战斗,2382.4万,
东宫潜规则,九川动漫 x 一墨 x 郑九川,古风,2.1亿,
和男友们的约定,aki,妖怪,1.9亿,
心动男子的复仇,鱼子,复仇,13.1万,
明与红的葬歌,UN社,推理,5.1亿,
零号阵地,零号阵地工作室 九域般若,权谋,19.7万,
废柴的超能后宫,岛上Project,脑洞,7639.1万,
总裁爱上甜宠妻,开源动漫,总裁,5.8亿,
元芳来了,8KN动漫,古风,2.5亿,
你知道精灵吗,Kidari,脑洞,210.6万,
致命冲动,万二,推理,9503.7万,
牌局,非人哉,推理,1.2亿,
恋恋星耀,布布星球 x ｅｉｋｏ??,总裁,17亿,
剑灵,多蕴文化,重生,1.8亿,
甜心总裁娇妻控,Kidari,职场,3.9亿,
猎爱游戏：总裁,云悦读,总裁,1555.2万,
赤猫传,徐璐,古风,8.2亿,
风起鸣沙-敦煌,优时文化,古风,945.1万,
刺客联盟,博易动漫 x 博易小助手,战斗,8811.3万,
圣骨,常城,战斗,2亿,
侠行九天,小炼小哥哥,古风,1.4亿,
琅琊榜,凯特动漫,古风,1828.4万,
只手遮天,漫看,推理,1629.5万,
世有蹊跷·,水沫,灵异,5730.4万,
老公我要吃垮你,阿柯文化,职场,5178.6万,
时空幸存者,鲨鱼村,复仇,8.1亿,
末世生存手册,阿精,推理,993.8万,
影杀,ZCloud x 幻听,推理,3282.7万,
穿越者必须死,怪悟动漫文化,古风,543.6万,
噬魂鬼,阿罡,系统,615.5万,
噩梦游戏,鸡毛,战斗,5.9亿,
书灵记,索以文化,古风,3740.2万,
权少的隐婚小甜,极天云漫,总裁,2亿,
爱满荆棘,掌阅漫画,职场,409万,
